date;ili_cases;resp_admissions;otc_sales_index;flu_vaccine_campaign;holiday;day_of_week;month;year;trend
2017-11-12;3250;7993;47117;1;0;Sunday;11;2017;9,61500643283297
2017-11-13;3268;10064;47338;1;0;Monday;11;2017;9,61512163664134
2017-11-14;3281;10185;47916;1;0;Tuesday;11;2017;9,62819495957542
2017-11-15;3319;10334;48445;1;0;Wednesday;11;2017;9,63058487215871
2017-11-16;3352;10394;48767;1;0;Thursday;11;2017;9,64046547133698
2017-11-17;3373;10586;49520;1;0;Friday;11;2017;9,65899330954668
2017-11-18;3418;8612;50559;1;0;Saturday;11;2017;9,68576146545977
2017-11-19;3481;8695;51009;1;0;Sunday;11;2017;9,69127533657184
2017-11-20;3508;11023;52082;1;0;Monday;11;2017;9,68789438211948
2017-11-21;3582;11080;52277;1;0;Tuesday;11;2017;9,68204823202640
2017-11-22;3598;11102;73752;1;0;Wednesday;11;2017;9,68158290433566
2017-11-23;3630;11245;74355;1;1;Thursday;11;2017;9,68231780728862
2017-11-24;3657;11348;75464;1;1;Friday;11;2017;9,67520783173462
2017-11-25;3716;9143;76433;1;1;Saturday;11;2017;9,68618576171241
2017-11-26;3757;9294;55494;1;1;Sunday;11;2017;9,70542471960325
2017-11-27;3811;11834;56402;1;0;Monday;11;2017;9,70599173334767
2017-11-28;3873;11915;57302;1;0;Tuesday;11;2017;9,70058839869092
2017-11-29;3938;12145;57818;1;0;Wednesday;11;2017;9,69284942790685
2017-11-30;3975;12223;60628;1;0;Thursday;11;2017;9,70555094402697
2017-12-01;4170;12342;62307;0;0;Friday;12;2017;9,71086617024673
2017-12-02;4278;9932;64078;0;0;Saturday;12;2017;9,69681762273235
2017-12-03;4406;10085;65602;0;0;Sunday;12;2017;9,70058007096090
2017-12-04;4507;12760;67255;0;0;Monday;12;2017;9,70558335473303
2017-12-05;4619;12936;68988;0;0;Tuesday;12;2017;9,70214557128574
2017-12-06;4738;13142;70579;0;0;Wednesday;12;2017;9,69493223758145
2017-12-07;4855;13363;71960;0;0;Thursday;12;2017;9,69540237764530
2017-12-08;4950;13479;73867;0;0;Friday;12;2017;9,69337917833248
2017-12-09;5081;11331;75584;0;0;Saturday;12;2017;9,69163537447763
2017-12-10;5198;11596;76454;0;0;Sunday;12;2017;9,67360514257278
2017-12-11;5267;14933;77981;0;0;Monday;12;2017;9,67711181352495
2017-12-12;5371;15276;79737;0;0;Tuesday;12;2017;9,69159870942465
2017-12-13;5485;15703;81489;0;0;Wednesday;12;2017;9,70816233402988
2017-12-14;5597;16138;83198;0;0;Thursday;12;2017;9,73390585888886
2017-12-15;5696;16554;84641;0;0;Friday;12;2017;9,74155875859207
2017-12-16;5792;13478;86042;0;0;Saturday;12;2017;9,73603872030067
2017-12-17;5891;13864;87632;0;0;Sunday;12;2017;9,74606214266286
2017-12-18;5994;17764;89199;0;0;Monday;12;2017;9,76206059289408
2017-12-19;6092;18023;91557;0;0;Tuesday;12;2017;9,78592564119822
2017-12-20;6237;18420;92694;0;0;Wednesday;12;2017;9,79903817620511
2017-12-21;6303;18845;94153;0;0;Thursday;12;2017;9,81822061429305
2017-12-22;6395;19267;95790;0;0;Friday;12;2017;9,82761231331008
2017-12-23;6499;15661;136144;0;0;Saturday;12;2017;9,81983729722407
2017-12-24;6603;15917;137965;0;1;Sunday;12;2017;9,81622356517195
2017-12-25;6692;20291;140199;0;1;Monday;12;2017;9,84009342392167
2017-12-26;6786;20661;101562;0;1;Tuesday;12;2017;9,85213429705349
2017-12-27;6873;21006;103202;0;0;Wednesday;12;2017;9,85045709180017
2017-12-28;6983;21501;104271;0;0;Thursday;12;2017;9,84839994837960
2017-12-29;7058;21701;105534;0;0;Friday;12;2017;9,84419276258046
2017-12-30;7147;17637;150081;0;0;Saturday;12;2017;9,85067749550042
2017-12-31;7253;17926;152077;0;1;Sunday;12;2017;9,85317732188909
2018-01-01;7352;22757;109762;0;1;Monday;1;2018;9,84875963234798
2018-01-02;7430;23103;111174;0;0;Tuesday;1;2018;9,86590162253437
2018-01-03;7514;23455;112938;0;0;Wednesday;1;2018;9,87108728686437
2018-01-04;7626;23771;114523;0;0;Thursday;1;2018;9,88366560385895
2018-01-05;7725;24164;116004;0;0;Friday;1;2018;9,88486497685899
2018-01-06;7823;19555;117123;0;0;Saturday;1;2018;9,89161446399246
2018-01-07;7894;19821;118386;0;0;Sunday;1;2018;9,90694969708271
2018-01-08;7965;25178;120111;0;0;Monday;1;2018;9,91870693703703
2018-01-09;8073;25543;121438;0;0;Tuesday;1;2018;9,93311974946615
2018-01-10;8154;25799;122915;0;0;Wednesday;1;2018;9,91985344874102
2018-01-11;8261;26098;123828;0;0;Thursday;1;2018;9,92662549255398
2018-01-12;8319;26510;125714;0;0;Friday;1;2018;9,92970741393451
2018-01-13;8442;21477;126683;0;0;Saturday;1;2018;9,92820542683441
2018-01-14;8508;21749;128012;0;0;Sunday;1;2018;9,92759846342181
2018-01-15;8597;27496;129617;0;0;Monday;1;2018;9,94935612135481
2018-01-16;8685;27761;130851;0;0;Tuesday;1;2018;9,95866146735920
2018-01-17;8760;28150;132265;0;0;Wednesday;1;2018;9,96221540115563
2018-01-18;8853;28477;133623;0;0;Thursday;1;2018;9,97660565827707
2018-01-19;8927;28842;134965;0;0;Friday;1;2018;9,97615069078184
2018-01-20;9020;23249;136129;0;0;Saturday;1;2018;9,98253919441399
2018-01-21;9091;23648;137607;0;0;Sunday;1;2018;10,00200781754752
2018-01-22;9172;29789;139144;0;0;Monday;1;2018;10,00368153668602
2018-01-23;9272;30098;140742;0;0;Tuesday;1;2018;10,00068997396338
2018-01-24;9385;30401;141828;0;0;Wednesday;1;2018;10,00020704651206
2018-01-25;9453;30640;142863;0;0;Thursday;1;2018;9,99469908446686
2018-01-26;9530;30991;144478;0;0;Friday;1;2018;10,00222570937720
2018-01-27;9629;25024;145667;0;0;Saturday;1;2018;10,01050432791715
2018-01-28;9702;25316;147350;0;0;Sunday;1;2018;10,02406105192206
2018-01-29;9799;31964;148510;0;0;Monday;1;2018;10,04707867463833
2018-01-30;9854;32301;150308;0;0;Tuesday;1;2018;10,06613108275582
2018-01-31;9955;32649;151873;0;0;Wednesday;1;2018;10,05862316481446
2018-02-01;10066;33115;153383;0;0;Thursday;2;2018;10,08361425335919
2018-02-02;10142;33380;155009;0;0;Friday;2;2018;10,09000703823511
2018-02-03;10243;26925;156199;0;0;Saturday;2;2018;10,09114034720071
2018-02-04;10319;27273;158034;0;0;Sunday;2;2018;10,11469670410515
2018-02-05;10416;34377;159214;0;0;Monday;2;2018;10,12398525794991
2018-02-06;10485;34795;160754;0;0;Tuesday;2;2018;10,14629315934581
2018-02-07;10563;35003;162108;0;0;Wednesday;2;2018;10,15085792260441
2018-02-08;10649;35366;163322;0;0;Thursday;2;2018;10,14854706452304
2018-02-09;10729;35703;164564;0;0;Friday;2;2018;10,13388742376083
2018-02-10;10823;28840;166058;0;0;Saturday;2;2018;10,15015607691272
2018-02-11;10904;29087;166901;0;0;Sunday;2;2018;10,14627523302838
2018-02-12;10963;36707;168221;0;0;Monday;2;2018;10,15998882563230
2018-02-13;11037;37055;169419;0;0;Tuesday;2;2018;10,16618776129846
2018-02-14;11107;37341;170829;0;0;Wednesday;2;2018;10,17591211074649
2018-02-15;11192;37692;171838;0;0;Thursday;2;2018;10,19357850984469
2018-02-16;11238;37999;173273;0;0;Friday;2;2018;10,19372534605523
2018-02-17;11333;30626;174278;0;0;Saturday;2;2018;10,19411001019338
2018-02-18;11396;30898;175406;0;0;Sunday;2;2018;10,19679242682060
2018-02-19;11470;38970;176938;0;0;Monday;2;2018;10,21239596454498
2018-02-20;11548;39209;177884;0;0;Tuesday;2;2018;10,21264810749996
2018-02-21;11611;39439;178805;0;0;Wednesday;2;2018;10,21589300469039
2018-02-22;11668;39767;179969;0;0;Thursday;2;2018;10,22885624968128
2018-02-23;11728;40122;181101;0;0;Friday;2;2018;10,24164370283981
2018-02-24;11790;32267;182484;0;0;Saturday;2;2018;10,25461172850227
2018-02-25;11863;32559;183194;0;0;Sunday;2;2018;10,26010224423063
2018-02-26;11905;40977;184286;0;0;Monday;2;2018;10,27272837357898
2018-02-27;11960;41274;185726;0;0;Tuesday;2;2018;10,28058830427535
2018-02-28;12042;41550;186428;0;0;Wednesday;2;2018;10,27926015389382
2018-03-01;12090;41882;187791;0;0;Thursday;3;2018;10,30230399870183
2018-03-02;12151;42007;189029;0;0;Friday;3;2018;10,28867388897169
2018-03-03;12247;33830;189855;0;0;Saturday;3;2018;10,30212917278382
2018-03-04;12288;34035;190943;0;0;Sunday;3;2018;10,31054584961276
2018-03-05;12346;42833;192046;0;0;Monday;3;2018;10,31577362567420
2018-03-06;12410;42978;193045;0;0;Tuesday;3;2018;10,31465962578973
2018-03-07;12474;43178;193981;0;0;Wednesday;3;2018;10,31705435806498
2018-03-08;12537;43578;195856;0;0;Thursday;3;2018;10,34011106121141
2018-03-09;12626;43773;196881;0;0;Friday;3;2018;10,34414106854138
2018-03-10;12692;35197;197793;0;0;Saturday;3;2018;10,34529620154353
2018-03-11;12748;35467;198087;0;0;Sunday;3;2018;10,34151258011848
2018-03-12;12766;44483;198771;0;0;Monday;3;2018;10,34155679489911
2018-03-13;12812;44701;198924;0;0;Tuesday;3;2018;10,34571387036336
2018-03-14;12819;44892;199248;0;0;Wednesday;3;2018;10,33713664969281
2018-03-15;12851;45199;200360;0;0;Thursday;3;2018;10,35356362786048
2018-03-16;12900;45455;201186;0;0;Friday;3;2018;10,35954189823495
2018-03-17;12946;36685;201948;0;0;Saturday;3;2018;10,37919210852092
2018-03-18;12970;36929;202910;0;0;Sunday;3;2018;10,39409646704817
2018-03-19;13012;46453;204226;0;0;Monday;3;2018;10,41324033455539
2018-03-20;13073;46498;204460;0;0;Tuesday;3;2018;10,40488135686225
2018-03-21;13102;46711;205566;0;0;Wednesday;3;2018;10,41567719324619
2018-03-22;13157;46745;206100;0;0;Thursday;3;2018;10,41705898110320
2018-03-23;13190;46871;206552;0;0;Friday;3;2018;10,42159045660668
2018-03-24;13214;37633;206871;0;0;Saturday;3;2018;10,42059568189257
2018-03-25;13233;37801;207580;0;0;Sunday;3;2018;10,42774672682479
2018-03-26;13272;47373;207867;0;0;Monday;3;2018;10,43368304167958
2018-03-27;13282;47441;207959;0;0;Tuesday;3;2018;10,41748469752827
2018-03-28;13310;47730;208700;0;0;Wednesday;3;2018;10,43100912841652
2018-03-29;13337;47866;209085;0;0;Thursday;3;2018;10,43755287413965
2018-03-30;13355;48050;209026;0;0;Friday;3;2018;10,43283425773760
2018-03-31;13359;38506;209057;0;0;Saturday;3;2018;10,42681997937837
2018-04-01;13364;38573;209372;0;0;Sunday;4;2018;10,42491753049539
2018-04-02;13388;48229;209450;0;0;Monday;4;2018;10,41408118127328
2018-04-03;13408;48409;209826;0;0;Tuesday;4;2018;10,42045884193842
2018-04-04;13424;48529;210514;0;0;Wednesday;4;2018;10,44048228148805
2018-04-05;13442;48670;210503;0;0;Thursday;4;2018;10,44741109735953
2018-04-06;13434;48826;210895;0;0;Friday;4;2018;10,45768264470477
2018-04-07;13444;39068;210916;0;0;Saturday;4;2018;10,44785058179275
2018-04-08;13460;39055;211037;0;0;Sunday;4;2018;10,43745857455965
2018-04-09;13480;48799;210708;0;0;Monday;4;2018;10,43349424569051
2018-04-10;13462;48951;210633;0;0;Tuesday;4;2018;10,44570494548799
2018-04-11;13444;48991;210698;0;0;Wednesday;4;2018;10,44185992604113
2018-04-12;13453;49109;210976;0;0;Thursday;4;2018;10,45244591129821
2018-04-13;13454;49178;211136;0;0;Friday;4;2018;10,45525853624975
2018-04-14;13465;39356;211514;0;0;Saturday;4;2018;10,46409477107361
2018-04-15;13476;39362;211161;0;0;Sunday;4;2018;10,45870356997115
2018-04-16;13460;49236;210672;0;0;Monday;4;2018;10,45421364748544
2018-04-17;13433;49339;210248;0;0;Tuesday;4;2018;10,45817203794560
2018-04-18;13404;49275;209863;0;0;Wednesday;4;2018;10,46108492691836
2018-04-19;13373;49161;209507;0;0;Thursday;4;2018;10,44819762496584
2018-04-20;13369;49253;209555;0;0;Friday;4;2018;10,45856846917671
2018-04-21;13358;39345;208812;0;0;Saturday;4;2018;10,44407150847578
2018-04-22;13330;39373;208960;0;0;Sunday;4;2018;10,44491916386025
2018-04-23;13337;49283;208779;0;0;Monday;4;2018;10,45047046056618
2018-04-24;13317;49229;208260;0;0;Tuesday;4;2018;10,44845046337529
2018-04-25;13290;49066;207921;0;0;Wednesday;4;2018;10,43941207304955
2018-04-26;13277;48980;207610;0;0;Thursday;4;2018;10,44042383374062
2018-04-27;13254;48873;207112;0;0;Friday;4;2018;10,44431961574498
2018-04-28;13219;39081;206644;0;0;Saturday;4;2018;10,44007883123224
2018-04-29;13198;39006;206238;0;0;Sunday;4;2018;10,43150640122808
2018-04-30;13181;48639;205678;0;0;Monday;4;2018;10,42456035640057
2018-05-01;13153;48651;205112;0;0;Tuesday;5;2018;10,42427547860769
2018-05-02;13122;48592;204462;0;0;Wednesday;5;2018;10,42474920974048
2018-05-03;13076;48590;204356;0;0;Thursday;5;2018;10,44394406167210
2018-05-04;13043;48483;203303;0;0;Friday;5;2018;10,43608725022694
2018-05-05;12987;38757;203003;0;0;Saturday;5;2018;10,44489873962056
2018-05-06;12958;38655;202260;0;0;Sunday;5;2018;10,44572405360958
2018-05-07;12908;48281;201575;0;0;Monday;5;2018;10,45165266781746
2018-05-08;12857;48217;200714;0;0;Tuesday;5;2018;10,45001682245970
2018-05-09;12806;48168;200324;0;0;Wednesday;5;2018;10,46304509635477
2018-05-10;12766;48025;199392;0;0;Thursday;5;2018;10,45101426990083
2018-05-11;12718;47859;198650;0;0;Friday;5;2018;10,45755334062648
2018-05-12;12661;38212;198080;0;0;Saturday;5;2018;10,46281409562569
2018-05-13;12622;38102;198007;0;0;Sunday;5;2018;10,47837272941654
2018-05-14;12601;47540;197664;0;0;Monday;5;2018;10,48112805827304
2018-05-15;12571;47396;196757;0;0;Tuesday;5;2018;10,49109402216677
2018-05-16;12503;47248;196064;0;0;Wednesday;5;2018;10,50009036171313
2018-05-17;12448;47052;195229;0;0;Thursday;5;2018;10,49862123420628
2018-05-18;12398;46921;194389;0;0;Friday;5;2018;10,50278360655840
2018-05-19;12339;37422;194139;0;0;Saturday;5;2018;10,50644739455831
2018-05-20;12316;37308;193529;0;0;Sunday;5;2018;10,52264343311305
2018-05-21;12258;46529;192887;0;0;Monday;5;2018;10,53003564283888
2018-05-22;12210;46472;192304;0;0;Tuesday;5;2018;10,53794166499745
2018-05-23;12160;46493;191781;0;0;Wednesday;5;2018;10,56637767918164
2018-05-24;12096;46282;191214;0;0;Thursday;5;2018;10,57554066030551
2018-05-25;12053;46100;189994;0;0;Friday;5;2018;10,58416547108420
2018-05-26;11968;36784;189390;0;0;Saturday;5;2018;10,59448229733896
2018-05-27;11918;36674;189064;0;0;Sunday;5;2018;10,61496271972236
2018-05-28;11876;45824;187874;0;0;Monday;5;2018;10,62957760272842
2018-05-29;11782;45645;186969;0;0;Tuesday;5;2018;10,63796196451448
2018-05-30;11716;45458;185718;0;0;Wednesday;5;2018;10,63685243447179
2018-05-31;11640;45295;185148;0;0;Thursday;5;2018;10,64542295497589
2018-06-01;11594;45101;184105;0;0;Friday;6;2018;10,65183804177466
2018-06-02;11523;35908;182731;0;0;Saturday;6;2018;10,63847512833688
2018-06-03;11453;35614;181662;0;0;Sunday;6;2018;10,62806481787294
2018-06-04;11395;44285;179788;0;0;Monday;6;2018;10,61512098922876
2018-06-05;11294;44203;179439;0;0;Tuesday;6;2018;10,63426613831335
2018-06-06;11250;43885;178215;0;0;Wednesday;6;2018;10,64544951723096
2018-06-07;11161;43582;176890;0;0;Thursday;6;2018;10,62694496335896
2018-06-08;11099;43336;176111;0;0;Friday;6;2018;10,63661527921990
2018-06-09;11037;34555;174764;0;0;Saturday;6;2018;10,64225359860134
2018-06-10;10947;34337;174043;0;0;Sunday;6;2018;10,64469099418314
2018-06-11;10901;42654;172575;0;0;Monday;6;2018;10,64224577380060
2018-06-12;10808;42403;171386;0;0;Tuesday;6;2018;10,63455552103516
2018-06-13;10745;42085;169837;0;0;Wednesday;6;2018;10,64818180111447
2018-06-14;10634;41929;168506;0;0;Thursday;6;2018;10,64741245439550
2018-06-15;10551;41614;167293;0;0;Friday;6;2018;10,65108978091260
2018-06-16;10471;33133;166390;0;0;Saturday;6;2018;10,66195806191848
2018-06-17;10405;32977;165220;0;0;Sunday;6;2018;10,67230806468845
2018-06-18;10320;40886;163527;0;0;Monday;6;2018;10,67337396531878
2018-06-19;10217;40736;162501;0;0;Tuesday;6;2018;10,67296787114669
2018-06-20;10151;40410;161223;0;0;Wednesday;6;2018;10,68056238029904
2018-06-21;10065;40133;160055;0;0;Thursday;6;2018;10,67377959268895
2018-06-22;9997;39758;158685;0;0;Friday;6;2018;10,68184097747443
2018-06-23;9904;31576;157991;0;0;Saturday;6;2018;10,68857578976564
2018-06-24;9854;31360;156232;0;0;Sunday;6;2018;10,69608157043734
2018-06-25;9737;38963;155166;0;0;Monday;6;2018;10,69830232994573
2018-06-26;9667;38616;153793;0;0;Tuesday;6;2018;10,68605497260310
2018-06-27;9595;38168;151843;0;0;Wednesday;6;2018;10,67098792316454
2018-06-28;9489;37887;150523;0;0;Thursday;6;2018;10,66306983985986
2018-06-29;9412;37586;149219;0;0;Friday;6;2018;10,67172822214469
2018-06-30;9320;29892;147631;0;0;Saturday;6;2018;10,67520618960561
2018-07-01;9221;29601;146588;0;0;Sunday;7;2018;10,67286524870484
2018-07-02;9155;36802;144805;0;0;Monday;7;2018;10,67004552813503
2018-07-03;9048;36396;143331;0;0;Tuesday;7;2018;10,68056119848316
2018-07-04;8945;36088;141276;0;0;Wednesday;7;2018;10,66945278863886
2018-07-05;8827;35880;140340;0;0;Thursday;7;2018;10,68193455296976
2018-07-06;8759;35507;138560;0;0;Friday;7;2018;10,69142751308214
2018-07-07;8640;28173;137311;0;0;Saturday;7;2018;10,68772688787770
2018-07-08;8567;27908;135905;0;0;Sunday;7;2018;10,69174940856412
2018-07-09;8476;34550;134060;0;0;Monday;7;2018;10,70568041070128
2018-07-10;8349;34359;133091;0;0;Tuesday;7;2018;10,72418956165394
2018-07-11;8276;34036;131911;0;0;Wednesday;7;2018;10,74407926559703
2018-07-12;8185;33669;130801;0;0;Thursday;7;2018;10,75278993772550
2018-07-13;8109;33231;129092;0;0;Friday;7;2018;10,75564520529038
2018-07-14;8003;26410;128210;0;0;Saturday;7;2018;10,76520015118977
2018-07-15;7940;26062;126931;0;0;Sunday;7;2018;10,76761904008721
2018-07-16;7857;32260;125910;0;0;Monday;7;2018;10,76258980256617
2018-07-17;7800;31971;124782;0;0;Tuesday;7;2018;10,77603123739414
2018-07-18;7720;31533;123206;0;0;Wednesday;7;2018;10,78797782515311
2018-07-19;7612;31294;122002;0;0;Thursday;7;2018;10,80558786262958
2018-07-20;7529;31013;120605;0;0;Friday;7;2018;10,82725345552296
2018-07-21;7429;24620;119199;0;0;Saturday;7;2018;10,84697203490385
2018-07-22;7323;24335;117559;0;0;Sunday;7;2018;10,85986519195470
2018-07-23;7215;30187;116291;0;0;Monday;7;2018;10,86450064924287
2018-07-24;7137;29879;114570;0;0;Tuesday;7;2018;10,86858781647644
2018-07-25;7032;29687;113476;0;0;Wednesday;7;2018;10,86945918708602
2018-07-26;6960;29352;112244;0;0;Thursday;7;2018;10,86664857510282
2018-07-27;6883;28954;111085;0;0;Friday;7;2018;10,86774764724870
2018-07-28;6814;22935;109671;0;0;Saturday;7;2018;10,87888602346879
2018-07-29;6720;22651;108700;0;0;Sunday;7;2018;10,88773279367213
2018-07-30;6654;27879;107353;0;0;Monday;7;2018;10,88067622717394
2018-07-31;6579;27522;106223;0;0;Tuesday;7;2018;10,89765473937408
2018-08-01;6496;27285;104842;0;0;Wednesday;8;2018;10,91556615204065
2018-08-02;6403;26926;103940;0;0;Thursday;8;2018;10,93539686806586
2018-08-03;6336;26615;101956;0;0;Friday;8;2018;10,92816091570774
2018-08-04;6218;21061;101096;0;0;Saturday;8;2018;10,92902916936403
2018-08-05;6167;20855;99905;0;0;Sunday;8;2018;10,92993336070191
2018-08-06;6093;25714;98463;0;0;Monday;8;2018;10,93042171351929
2018-08-07;6005;25458;97126;0;0;Tuesday;8;2018;10,92977472400201
2018-08-08;5927;25164;95360;0;0;Wednesday;8;2018;10,92917462065704
2018-08-09;5817;24844;94040;0;0;Thursday;8;2018;10,92446903998712
2018-08-10;5736;24476;92622;0;0;Friday;8;2018;10,92384080452538
2018-08-11;5651;19384;91840;0;0;Saturday;8;2018;10,92552044009240
2018-08-12;5604;19036;90135;0;0;Sunday;8;2018;10,93245694118989
2018-08-13;5493;23622;88875;0;0;Monday;8;2018;10,94351336975262
2018-08-14;5414;23375;87853;0;0;Tuesday;8;2018;10,95809210574686
2018-08-15;5345;23019;86633;0;0;Wednesday;8;2018;10,95508392135702
2018-08-16;5274;22732;85541;0;0;Thursday;8;2018;10,96050940791307
2018-08-17;5198;22375;84507;0;0;Friday;8;2018;10,98886641653321
2018-08-18;5128;17647;83521;0;0;Saturday;8;2018;10,98924774197499
2018-08-19;5069;17412;82399;0;0;Sunday;8;2018;11,00165204103539
2018-08-20;4991;21565;81526;0;0;Monday;8;2018;10,99966859442857
2018-08-21;4941;21175;80617;0;0;Tuesday;8;2018;11,01532228344313
2018-08-22;4878;20878;79959;0;0;Wednesday;8;2018;11,02577745165651
2018-08-23;4834;20634;78585;0;0;Thursday;8;2018;11,02159535845408
2018-08-24;4753;20375;77416;0;0;Friday;8;2018;11,03684727189084
2018-08-25;4675;16088;76577;0;0;Saturday;8;2018;11,05310465591990
2018-08-26;4619;15888;75775;0;0;Sunday;8;2018;11,06693265976989
2018-08-27;4566;19592;74866;0;0;Monday;8;2018;11,04425187366138
2018-08-28;4519;19290;74282;0;0;Tuesday;8;2018;11,05069013944994
2018-08-29;4480;19145;72721;0;0;Wednesday;8;2018;11,07088897070146
2018-08-30;4379;18904;71785;0;0;Thursday;8;2018;11,07417580992125
2018-08-31;4326;18737;71167;0;0;Friday;8;2018;11,07259435992807
2018-09-01;4285;14737;69849;0;0;Saturday;9;2018;11,07605141390721
2018-09-02;4205;14476;68846;0;0;Sunday;9;2018;11,05722102074384
2018-09-03;4150;17867;67599;0;0;Monday;9;2018;11,05083804983103
2018-09-04;4077;17680;66666;0;0;Tuesday;9;2018;11,05496549450290
2018-09-05;4019;17510;65763;0;0;Wednesday;9;2018;11,06831876170934
2018-09-06;3960;17374;64805;0;0;Thursday;9;2018;11,07543987039126
2018-09-07;3903;16997;64381;0;0;Friday;9;2018;11,08685333340530
2018-09-08;3868;13418;62980;0;0;Saturday;9;2018;11,08153232372744
2018-09-09;3787;13316;62596;0;0;Sunday;9;2018;11,10139003026497
2018-09-10;3758;16362;62245;0;0;Monday;9;2018;11,11829479273775
2018-09-11;3735;16156;61215;0;0;Tuesday;9;2018;11,12946706005252
2018-09-12;3668;15894;60896;0;0;Wednesday;9;2018;11,13273767680786
2018-09-13;3647;15678;59945;0;0;Thursday;9;2018;11,14635348121543
2018-09-14;3587;15448;59417;0;0;Friday;9;2018;11,14515262196998
2018-09-15;3556;12177;58859;0;0;Saturday;9;2018;11,14137049149730
2018-09-16;3523;12056;58491;0;0;Sunday;9;2018;11,12408454002854
2018-09-17;3505;14751;57977;0;0;Monday;9;2018;11,13101717228121
2018-09-18;3471;14609;57184;0;0;Tuesday;9;2018;11,11289060511181
2018-09-19;3430;14538;57008;0;0;Wednesday;9;2018;11,11764726719045
2018-09-20;3416;14276;56067;0;0;Thursday;9;2018;11,12706067308284
2018-09-21;3359;14218;56048;0;0;Friday;9;2018;11,13995644062054
2018-09-22;3355;11204;55399;0;0;Saturday;9;2018;11,15517463688737
2018-09-23;3310;11107;54930;0;0;Sunday;9;2018;11,16632724848274
2018-09-24;3278;13764;54616;0;0;Monday;9;2018;11,16273146992105
2018-09-25;3265;13720;53875;0;0;Tuesday;9;2018;11,17663895968474
2018-09-26;3215;13590;53675;0;0;Wednesday;9;2018;11,18227170715962
2018-09-27;3201;13413;53217;0;0;Thursday;9;2018;11,16862509660402
2018-09-28;3175;13357;52807;0;0;Friday;9;2018;11,17249372809478
2018-09-29;3151;10499;52711;0;0;Saturday;9;2018;11,15965986433603
2018-09-30;3150;10475;52548;0;0;Sunday;9;2018;11,15412495992880
2018-10-01;3141;12932;52598;0;0;Monday;10;2018;11,15293141315575
2018-10-02;3142;12793;52811;0;0;Tuesday;10;2018;11,15206202739056
2018-10-03;3160;12774;52677;0;0;Wednesday;10;2018;11,16633178470999
2018-10-04;3144;12554;53151;0;0;Thursday;10;2018;11,17067772625662
2018-10-05;3173;12506;52431;0;0;Friday;10;2018;11,16630660866887
2018-10-06;3130;9927;52200;0;0;Saturday;10;2018;11,16496801433125
2018-10-07;3116;9863;52105;0;0;Sunday;10;2018;11,16421577147110
2018-10-08;3107;12309;52134;0;0;Monday;10;2018;11,17109798188870
2018-10-09;3112;12294;52247;0;0;Tuesday;10;2018;11,18149454163333
2018-10-10;3117;12292;52782;0;0;Wednesday;10;2018;11,18228570093675
2018-10-11;3149;12364;52726;0;0;Thursday;10;2018;11,18389103533698
2018-10-12;3142;12326;53228;0;0;Friday;10;2018;11,19407183922062
2018-10-13;3172;9941;53343;0;0;Saturday;10;2018;11,19037796301048
2018-10-14;3178;9803;52679;0;0;Sunday;10;2018;11,19377125386894
2018-10-15;3138;12213;52460;1;0;Monday;10;2018;11,19734508600289
2018-10-16;3122;12177;51434;1;0;Tuesday;10;2018;11,19469297632444
2018-10-17;3059;12186;51269;1;0;Wednesday;10;2018;11,19309497061127
2018-10-18;3056;12211;50700;1;0;Thursday;10;2018;11,19502091620714
2018-10-19;3022;12345;50424;1;0;Friday;10;2018;11,19120164170508
2018-10-20;3004;9848;50005;1;0;Saturday;10;2018;11,19524819011759
2018-10-21;2977;9919;49845;1;0;Sunday;10;2018;11,18748849638685
2018-10-22;2969;12460;49461;1;0;Monday;10;2018;11,19624434622650
2018-10-23;2946;12292;49398;1;0;Tuesday;10;2018;11,19655204250054
2018-10-24;2941;12249;49570;1;0;Wednesday;10;2018;11,20954137453673
2018-10-25;2947;12016;49613;1;0;Thursday;10;2018;11,21880425652932
2018-10-26;2950;11981;49991;1;0;Friday;10;2018;11,21868293639738
2018-10-27;2972;9505;49576;1;0;Saturday;10;2018;11,22020778102763
2018-10-28;2946;9459;50336;1;0;Sunday;10;2018;11,23130170849150
2018-10-29;2988;11709;50729;1;0;Monday;10;2018;11,24365635167186
2018-10-30;3005;11702;50721;1;0;Tuesday;10;2018;11,25342343727860
2018-10-31;3005;11634;51103;1;0;Wednesday;10;2018;11,26170629494641
2018-11-01;3027;11570;51403;1;0;Thursday;11;2018;11,24889362019388
2018-11-02;3048;11615;51950;1;0;Friday;11;2018;11,25508758440733
2018-11-03;3076;9283;52134;1;0;Saturday;11;2018;11,24590463068717
2018-11-04;3089;9359;52467;1;0;Sunday;11;2018;11,25166497446371
2018-11-05;3108;11597;53545;1;0;Monday;11;2018;11,25005664204160
2018-11-06;3173;11768;53684;1;0;Tuesday;11;2018;11,25400158158101
2018-11-07;3183;11842;54242;1;0;Wednesday;11;2018;11,24720072270514
2018-11-08;3215;11842;54950;1;0;Thursday;11;2018;11,25055713084052
2018-11-09;3257;11949;56023;1;0;Friday;11;2018;11,27075153858369
2018-11-10;3313;9642;56475;1;0;Saturday;11;2018;11,29400318936543
2018-11-11;3334;9716;57296;1;0;Sunday;11;2018;11,27411679086389
2018-11-12;3388;12175;58221;1;0;Monday;11;2018;11,26257356836000
2018-11-13;3446;12237;58873;1;0;Tuesday;11;2018;11,25336501554628
